validation,seed,prediction_window,feature_group,model,n_train,n_test,test_at_risk_rate,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_accuracy,tn,fp,fn,tp
repeated_stratified_student_group_train_test,51,day_56,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.8040810064436944,0.8657876943881001,0.7442603894216797,0.8004375683700579,0.8863185787399778,0.9144456007831789,0.8076193074830206,2680,397,880,2561
repeated_stratified_student_group_train_test,42,full,demographic_vle_assessment,XGBoost,26074,6519,0.5279950912716674,0.9461573861021629,0.9780389730900093,0.9186519465427078,0.9474157303370786,0.985792227652182,0.9894895678678277,0.9477887617016432,3006,71,280,3162
repeated_stratified_student_group_train_test,43,full,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.9476833384473765,0.9740061162079511,0.9256030223772159,0.9491879004619281,0.9861623918570883,0.9897940314574379,0.9489893564924754,2992,85,256,3185
repeated_stratified_student_group_train_test,44,full,demographic_vle_assessment,XGBoost,26074,6519,0.5279950912716674,0.9438564196962724,0.972939729397294,0.9192330040674027,0.9453241708993129,0.9858627117994334,0.989395061751589,0.9453168595247641,2989,88,278,3164
repeated_stratified_student_group_train_test,45,full,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.9427738570113532,0.9696876913655849,0.9203719848881139,0.9443864619054719,0.9838916043954465,0.9882007583506788,0.9440988946215025,2978,99,274,3167
repeated_stratified_student_group_train_test,46,full,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.9449217551396134,0.9732800982800983,0.9209532112757919,0.9463939077198745,0.9847773748986702,0.9889746246662183,0.9463394590665603,2990,87,272,3169
repeated_stratified_student_group_train_test,47,full,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.945688861613992,0.9753618724976901,0.9203719848881139,0.9470693779904307,0.9859999903664134,0.9895238441968248,0.9471863174359321,2997,80,274,3167
repeated_stratified_student_group_train_test,48,full,demographic_vle_assessment,XGBoost,26074,6519,0.5279950912716674,0.94201564657156,0.9754810676598387,0.9131319000581057,0.9432773109243697,0.9857819359280691,0.9893891524834066,0.9437287709585296,2998,79,299,3143
repeated_stratified_student_group_train_test,49,full,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.9433875421908561,0.9770186335403727,0.9142691078174949,0.9446029124756042,0.9848839110321284,0.9889071118922582,0.945109854526232,3003,74,295,3146
repeated_stratified_student_group_train_test,50,full,demographic_vle_assessment,XGBoost,26073,6520,0.5280674846625767,0.9460122699386503,0.9730639730639731,0.9233226837060703,0.9475409836065574,0.9855703796193943,0.9894689981416206,0.9473616993440979,2989,88,264,3179
repeated_stratified_student_group_train_test,51,full,demographic_vle_assessment,XGBoost,26075,6518,0.5279226756673826,0.9436943847806075,0.9809136420525657,0.9110723626852659,0.9447039324996234,0.9847148982565759,0.9887877128313961,0.9456239291489378,3016,61,306,3135
